0,0,8,8,1,6,0,4,1,9,5,5,8,8,0,0,0,2,1,0,0,0,1,1
0,0,6,7,0,1,9,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
0,0,5,1,1,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
0,0,6,7,0,4,3,0,1,0,0,1,0,0,0,0,0,2,2,0.787879,0.787879,0,1,1
1,3,1,5,0,4,6,4,1,1,0,0,0,0,0,0,0,26,3,0.615385,0.564103,9,2,1
0,0,8,8,1,6,7,2,9,9,5,5,8,8,0,0,0,2,1,0,0,382,1,1
0,0,6,7,0,5,3,5,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1
0,0,2,3,4,8,1,0,0,1,0,0,0,0,6,0,0,3,1,0,0,0,1,1
0,0,6,7,0,6,1,7,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
0,0,6,7,0,3,2,3,1,0,0,1,0,0,0,0,0,2,2,0.787879,0.787879,0,1,1
0,0,8,6,1,9,9,9,9,2,2,5,0,8,4,0,0,101,2,0.645161,0.645161,15,0,1
0,0,9,6,8,7,1,0,0,1,0,0,3,0,0,0,0,3,1,0,0,22,1,1
0,0,8,8,0,4,0,0,6,9,6,6,8,8,6,0,0,1,1,0,0,0,1,1
0,0,1,7,8,2,3,1,0,0,1,0,4,0,0,0,0,1,1,0,0,0,1,1
0,0,8,6,1,6,6,9,9,0,9,9,8,9,7,0,0,574,2,0.645161,0.645161,10,0,1
0,0,6,7,0,4,5,2,1,0,0,1,0,0,0,0,0,1,1,0,0,29,1,1
0,0,7,2,4,8,0,7,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
0,0,6,7,0,9,1,8,9,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1
0,0,2,6,6,8,5,7,1,0,0,1,0,0,0,0,0,1,1,0,0,2,1,1
0,0,6,7,0,1,3,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1
0,0,8,8,2,3,1,0,0,1,0,6,0,0,0,0,0,1,1,0,0,43,1,1
0,0,6,7,0,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,8,1,1
0,0,6,7,0,0,4,9,4,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1
0,0,6,7,0,0,8,8,1,0,0,1,0,0,0,0,0,2,1,0,0,0,1,1
0,0,8,8,6,9,1,9,5,4,1,6,7,7,0,0,0,19,6,0.909091,0.806061,4,1,1
0,0,6,7,0,2,4,8,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
0,0,6,7,0,6,3,5,9,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1
0,0,4,4,7,0,2,7,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
0,0,8,4,3,6,3,4,1,0,0,1,0,0,0,0,0,1,1,0,0,8,1,1
0,0,8,5,6,0,7,4,1,0,0,1,0,0,0,0,0,2,1,0,0,0,1,1
1,7,7,9,7,8,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,23,1,1
0,0,8,8,1,9,0,5,8,9,5,5,8,8,0,0,0,1,1,0,0,2,1,1
0,0,6,7,0,4,6,1,1,0,0,1,0,0,0,0,0,2,2,0.787879,0.787879,0,1,1
0,0,6,7,0,0,7,9,9,1,7,1,0,0,1,0,0,1,1,0,0,29,1,1
0,0,6,7,0,8,0,5,1,0,0,1,0,0,0,0,0,2,2,0.666667,0.666667,0,2,1
0,0,6,7,0,1,2,3,1,0,0,1,0,0,0,0,0,2,2,0.787879,0.787879,0,1,1
0,0,6,7,0,9,3,5,1,0,0,1,0,0,0,0,0,1,1,0,0,17,1,1
0,0,6,7,0,9,5,0,1,0,0,1,0,0,0,0,0,1,1,0,0,23,1,1
0,0,3,6,1,1,4,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
0,0,1,7,8,8,8,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1
0,0,6,7,0,0,0,3,1,0,0,1,0,0,0,0,0,1,1,0,0,4,1,1
0,0,6,7,0,7,7,5,1,0,0,1,0,0,0,0,0,1,1,0,0,5,1,1
0,0,6,7,0,6,0,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
0,0,8,8,2,3,2,4,0,0,8,3,5,8,3,2,5,1,1,0,0,21,1,1
0,0,8,5,3,6,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,1,1
0,0,6,7,0,0,4,7,5,1,0,0,1,0,0,0,0,1,1,0,0,7,1,1
0,0,6,7,0,3,3,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
0,0,6,7,0,0,6,8,1,1,0,0,1,0,0,0,0,2,1,0,0,0,1,1
0,0,6,8,1,1,0,0,1,0,1,4,4,0,0,0,0,1,1,0,0,12,1,1
0,0,8,8,6,9,2,8,2,0,3,0,0,7,0,0,0,16,9,0.941176,0.567747,3,1,1
0,0,8,5,2,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7,1,1
0,0,7,8,1,2,6,4,1,0,0,1,0,0,0,0,0,1,1,0,0,5,1,1
0,0,8,8,1,7,2,5,7,9,5,5,8,8,0,0,0,2,1,0,0,9,1,1
0,0,5,8,0,8,9,2,1,0,0,1,0,0,0,0,0,2,1,0,0,11,1,1
0,0,8,8,2,4,0,0,6,8,9,5,1,1,1,0,0,1,1,0,0,13,1,1
0,0,7,6,4,2,8,5,1,0,0,1,0,0,0,0,0,1,1,0,0,6,1,1
0,0,6,8,1,6,5,2,1,0,0,1,0,0,0,0,0,1,1,0,0,5,1,1
0,0,8,6,1,9,9,9,9,5,7,2,9,2,1,0,0,27,1,0,0,11,0,1
0,0,1,9,6,2,7,3,1,0,0,1,0,0,0,0,0,1,1,0,0,20,1,1
0,0,6,7,0,0,4,6,1,0,0,1,0,0,0,0,0,1,1,0,0,15,1,1
0,0,5,9,1,0,0,1,0,9,7,6,9,0,0,0,0,1,1,0,0,0,1,1
0,0,6,7,0,9,0,7,1,0,0,1,0,0,0,0,0,2,2,0.787879,0.787879,0,1,1
0,0,6,7,0,5,0,2,4,7,1,0,0,1,0,0,0,1,1,0,0,5,1,1
0,0,8,8,2,3,3,4,0,0,9,6,6,9,8,9,9,1,1,0,0,27,1,1
0,0,6,7,0,0,6,9,0,1,0,0,1,0,0,0,0,2,1,0,0,14,1,1
0,0,6,7,0,0,2,8,0,4,8,1,0,0,1,0,0,2,1,0,0,0,1,1
0,0,6,7,0,2,9,3,1,0,0,1,0,0,0,0,0,1,1,0,0,20,1,1
0,0,8,5,2,8,6,2,1,0,0,1,0,0,0,0,0,2,1,0,0,7,1,1
0,0,6,7,0,6,9,1,1,0,0,1,0,0,0,0,0,1,1,0,0,36,1,1
1,7,7,9,7,8,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,50,1,1
0,0,9,2,7,7,7,6,1,0,0,1,0,0,0,0,0,1,1,0,0,39,1,1
0,0,9,4,0,5,8,5,1,0,0,1,0,0,0,0,0,1,1,0,0,39,1,1
1,7,3,7,1,0,0,1,0,3,3,0,0,0,0,0,0,2,1,0,0,98,1,1
0,0,8,8,0,1,8,6,3,5,3,0,4,9,7,0,0,17,8,0.909091,0.692058,0,2,1
0,0,1,7,5,2,6,1,0,0,1,0,3,0,0,0,0,1,1,0,0,0,1,1
0,0,6,7,0,4,9,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
